group,index,text,agg,val
target,42,She's trying to hold your hand!,max,16.492671966552734
target,42,She's trying to hold your hand!,last,0.0
target,43,“And she sleeps with him.,mean,8.441323280334473
target,43,“And she sleeps with him.,max,20.886171340942383
target,43,“And she sleeps with him.,last,20.886171340942383
target,44,That’s her right.,mean,5.7371439933776855
target,44,That’s her right.,max,30.0627384185791
target,44,That’s her right.,last,30.0627384185791
target,45,She wants a gun.,mean,7.376999855041504
target,45,She wants a gun.,max,20.023305892944336
target,45,She wants a gun.,last,20.023305892944336
target,46,She is more vocal with her scolding of Harold than her husband.,mean,8.727563858032227
target,46,She is more vocal with her scolding of Harold than her husband.,max,33.72861862182617
target,46,She is more vocal with her scolding of Harold than her husband.,last,27.470008850097656
target,47,“She talks about gun control.,mean,11.617772102355957
target,47,“She talks about gun control.,max,31.25257682800293
target,47,“She talks about gun control.,last,31.25257682800293
target,48,"She’s Laura (Johnson), a not especially pretty housewife.",mean,5.223184108734131
target,48,"She’s Laura (Johnson), a not especially pretty housewife.",max,34.88425064086914
target,48,"She’s Laura (Johnson), a not especially pretty housewife.",last,34.88425064086914
target,49,Anna slumped.,mean,8.649792671203613
target,49,Anna slumped.,max,32.777462005615234
target,49,Anna slumped.,last,32.777462005615234
target,50,She may even have a little bit more game than I do.,mean,7.387601852416992
target,50,She may even have a little bit more game than I do.,max,26.201034545898438
target,50,She may even have a little bit more game than I do.,last,26.201034545898438
target,51,"Whatever-she-is, she turned around and faced myself, tossing the tissues aside.",mean,10.405463218688965
target,51,"Whatever-she-is, she turned around and faced myself, tossing the tissues aside.",max,37.03417205810547
target,51,"Whatever-she-is, she turned around and faced myself, tossing the tissues aside.",last,37.03417205810547
target,52,She was just glad she wasn't in it.,mean,7.108771800994873
target,52,She was just glad she wasn't in it.,max,23.327117919921875
target,52,She was just glad she wasn't in it.,last,23.327117919921875
target,53,She didn't want their pity.,mean,8.982433319091797
target,53,She didn't want their pity.,max,36.36423873901367
target,53,She didn't want their pity.,last,36.36423873901367
target,54,Sara called from her room.,mean,8.021164894104004
target,54,Sara called from her room.,max,30.016082763671875
target,54,Sara called from her room.,last,30.016082763671875
target,55,"When she was 12 years old, her father gave it to her.'",mean,7.490838527679443
target,55,"When she was 12 years old, her father gave it to her.'",max,21.980850219726562
target,55,"When she was 12 years old, her father gave it to her.'",last,8.950526237487793
target,56,OL continues her pursuit.,mean,6.630434989929199
target,56,OL continues her pursuit.,max,26.9509220123291
target,56,OL continues her pursuit.,last,26.9509220123291
target,57,"She does not have Geneva's power but she has a good technique.""",mean,9.266509056091309
target,57,"She does not have Geneva's power but she has a good technique.""",max,37.3478889465332
target,57,"She does not have Geneva's power but she has a good technique.""",last,4.243404388427734
target,58,I wonder why Brittney still hates her guts?,mean,5.456831455230713
target,58,I wonder why Brittney still hates her guts?,max,25.959808349609375
target,58,I wonder why Brittney still hates her guts?,last,25.959808349609375
target,59,"""Tch... She didn't have to do that...",mean,5.489414215087891
target,59,"""Tch... She didn't have to do that...",max,23.18549346923828
target,59,"""Tch... She didn't have to do that...",last,23.18549346923828
target,60,She said she doesn't live like that.,mean,12.355798721313477
target,60,She said she doesn't live like that.,max,36.96916580200195
target,60,She said she doesn't live like that.,last,36.96916580200195
target,61,"Yet she had been with him alone, afterwards.",mean,7.4954752922058105
target,61,"Yet she had been with him alone, afterwards.",max,21.158008575439453
target,61,"Yet she had been with him alone, afterwards.",last,21.158008575439453
target,62,"She now has a knife in her hand, and she has duck-taped his mouth shut.",mean,8.947690963745117
target,62,"She now has a knife in her hand, and she has duck-taped his mouth shut.",max,28.82866668701172
target,62,"She now has a knife in her hand, and she has duck-taped his mouth shut.",last,28.82866668701172
target,63,Paula could only laugh and consent.,mean,5.998844623565674
target,63,Paula could only laugh and consent.,max,27.801315307617188
target,63,Paula could only laugh and consent.,last,27.801315307617188
target,64,She’s all about making me give myself advice.,mean,7.697164058685303
target,64,She’s all about making me give myself advice.,max,31.443044662475586
target,64,She’s all about making me give myself advice.,last,31.443044662475586
target,65,She’s never mentioned the Gore meeting.,mean,7.730870723724365
target,65,She’s never mentioned the Gore meeting.,max,27.665739059448242
target,65,She’s never mentioned the Gore meeting.,last,27.665739059448242
target,66,Simply loving her for her physical charms is lust.,mean,3.8560264110565186
target,66,Simply loving her for her physical charms is lust.,max,16.473297119140625
target,66,Simply loving her for her physical charms is lust.,last,14.116571426391602
target,67,She died the day before.,mean,9.68230152130127
target,67,She died the day before.,max,23.162418365478516
target,67,She died the day before.,last,23.162418365478516
target,68,She is pro-free trade.,mean,6.910392761230469
target,68,She is pro-free trade.,max,33.128604888916016
target,68,She is pro-free trade.,last,33.128604888916016
target,69,Josephine felt helpless.,mean,10.035479545593262
target,69,Josephine felt helpless.,max,36.52466583251953
target,69,Josephine felt helpless.,last,36.52466583251953
target,70,"""As you can see, she was such a nice, outgoing, happy girl,"" her mother said.",mean,4.924563884735107
target,70,"""As you can see, she was such a nice, outgoing, happy girl,"" her mother said.",max,23.254154205322266
target,70,"""As you can see, she was such a nice, outgoing, happy girl,"" her mother said.",last,23.254154205322266
target,71,She knows about my past.,mean,8.21529483795166
target,71,She knows about my past.,max,31.659440994262695
target,71,She knows about my past.,last,31.659440994262695
target,72,Or look at a girl named Juthika.,mean,4.94890832901001
target,72,Or look at a girl named Juthika.,max,42.124629974365234
target,72,Or look at a girl named Juthika.,last,42.124629974365234
target,73,Without Crescent Rose she felt vulnerable.,mean,7.592759132385254
target,73,Without Crescent Rose she felt vulnerable.,max,29.649063110351562
target,73,Without Crescent Rose she felt vulnerable.,last,29.649063110351562
target,74,She comes in and makes a complete fucking mess and then disappears.,mean,8.855422973632812
target,74,She comes in and makes a complete fucking mess and then disappears.,max,22.602863311767578
target,74,She comes in and makes a complete fucking mess and then disappears.,last,22.602863311767578
target,75,She appears to be living in a different century.,mean,7.9180731773376465
target,75,She appears to be living in a different century.,max,30.907201766967773
target,75,She appears to be living in a different century.,last,30.907201766967773
target,76,But she had run off with an Argentine lover.,mean,7.023414611816406
target,76,But she had run off with an Argentine lover.,max,17.636886596679688
target,76,But she had run off with an Argentine lover.,last,17.636886596679688
target,77,She had been his favourite child.,mean,4.51680850982666
target,77,She had been his favourite child.,max,13.819665908813477
target,77,She had been his favourite child.,last,13.819665908813477
target,78,It’s crazy – she’s very much like me.,mean,7.259725093841553
target,78,It’s crazy – she’s very much like me.,max,32.142459869384766
target,78,It’s crazy – she’s very much like me.,last,32.142459869384766
target,79,"She simply beamed at Weiss and said, ""Thanks.""",mean,6.884751796722412
target,79,"She simply beamed at Weiss and said, ""Thanks.""",max,26.582931518554688
target,79,"She simply beamed at Weiss and said, ""Thanks.""",last,26.582931518554688
target,80,Susana Victoria Perez (@susana_vp) has more.,mean,1.525842308998108
target,80,Susana Victoria Perez (@susana_vp) has more.,max,12.889511108398438
target,80,Susana Victoria Perez (@susana_vp) has more.,last,12.889511108398438
target,81,She’s thinking about every lift that she’s doing.,mean,10.297621726989746
target,81,She’s thinking about every lift that she’s doing.,max,41.83355712890625
target,81,She’s thinking about every lift that she’s doing.,last,41.83355712890625
target,82,"Camilla, Diane’s lover – and her rival – is dead.",mean,5.228277683258057
target,82,"Camilla, Diane’s lover – and her rival – is dead.",max,19.7025089263916
target,82,"Camilla, Diane’s lover – and her rival – is dead.",last,19.7025089263916
target,83,She is a gray Toulouse goose named Maria.,mean,4.854271411895752
target,83,She is a gray Toulouse goose named Maria.,max,38.869544982910156
target,83,She is a gray Toulouse goose named Maria.,last,38.869544982910156
target,84,“Daisy?,mean,0.0
target,84,“Daisy?,max,0.0
target,84,“Daisy?,last,0.0
target,85,"“I was proud,” she said.",mean,4.455892562866211
target,85,"“I was proud,” she said.",max,23.180938720703125
target,85,"“I was proud,” she said.",last,23.180938720703125
target,86,She made her reputation working against labor so she’s in the right position.,mean,8.271644592285156
target,86,She made her reputation working against labor so she’s in the right position.,max,31.324399948120117
target,86,She made her reputation working against labor so she’s in the right position.,last,31.324399948120117
target,87,"She seems keen on taking this huntress business very seriously.""",mean,5.337777137756348
target,87,"She seems keen on taking this huntress business very seriously.""",max,15.92233657836914
target,87,"She seems keen on taking this huntress business very seriously.""",last,6.251923561096191
target,88,She was able to foot a hotel bill.,mean,6.806917667388916
target,88,She was able to foot a hotel bill.,max,29.809234619140625
target,88,She was able to foot a hotel bill.,last,29.809234619140625
target,89,"She was barely sleeping, exhausted, stressed, and scared.",mean,10.82185173034668
target,89,"She was barely sleeping, exhausted, stressed, and scared.",max,30.957225799560547
target,89,"She was barely sleeping, exhausted, stressed, and scared.",last,30.957225799560547
target,90,But her findings met strong resistance.,mean,5.804281234741211
target,90,But her findings met strong resistance.,max,25.68374252319336
target,90,But her findings met strong resistance.,last,25.68374252319336
target,91,She’s vice president of the student council.,mean,6.009820461273193
target,91,She’s vice president of the student council.,max,28.18337059020996
target,91,She’s vice president of the student council.,last,28.18337059020996
target,92,"“Eventually she quit running away, but would not let me near her,” she said.",mean,9.433384895324707
target,92,"“Eventually she quit running away, but would not let me near her,” she said.",max,32.93922424316406
target,92,"“Eventually she quit running away, but would not let me near her,” she said.",last,28.216716766357422
target,93,"“She thinks that she is Oprah plus Jesus or something, I don’t know.",mean,13.102052688598633
target,93,"“She thinks that she is Oprah plus Jesus or something, I don’t know.",max,39.626922607421875
target,93,"“She thinks that she is Oprah plus Jesus or something, I don’t know.",last,39.626922607421875
target,94,She’s denied proper medical care.,mean,8.259775161743164
target,94,She’s denied proper medical care.,max,31.065279006958008
target,94,She’s denied proper medical care.,last,31.065279006958008
target,95,But Celestia knows better.,mean,5.3667707443237305
target,95,But Celestia knows better.,max,29.030216217041016
target,95,But Celestia knows better.,last,29.030216217041016
target,96,Rachel’s nose.,mean,3.4343438148498535
target,96,Rachel’s nose.,max,17.17171859741211
target,96,Rachel’s nose.,last,17.17171859741211
target,97,"""The only thing she said was, ‘I want my mom.",mean,5.503244400024414
target,97,"""The only thing she said was, ‘I want my mom.",max,19.61623764038086
target,97,"""The only thing she said was, ‘I want my mom.",last,10.696351051330566
target,98,We waited until she swallowed.,mean,4.783628940582275
target,98,We waited until she swallowed.,max,18.61109161376953
target,98,We waited until she swallowed.,last,18.61109161376953
target,99,"Her queen bee, capable of living years, survived.",mean,8.699321746826172
target,99,"Her queen bee, capable of living years, survived.",max,24.42670440673828
target,99,"Her queen bee, capable of living years, survived.",last,24.42670440673828
control,0,"He was taken to a local hospital, where he succumbed to his injuries Thursday.",mean,0.08555128425359726
control,0,"He was taken to a local hospital, where he succumbed to his injuries Thursday.",max,1.539923071861267
control,0,"He was taken to a local hospital, where he succumbed to his injuries Thursday.",last,0.0
control,1,.,mean,0.0
control,1,.,max,0.0
control,1,.,last,0.0
control,2,It is hard to see racism when we are white because the systems and institutions are set up to look like us and advantage us.,mean,0.22356168925762177
control,2,It is hard to see racism when we are white because the systems and institutions are set up to look like us and advantage us.,max,6.036165714263916
control,2,It is hard to see racism when we are white because the systems and institutions are set up to look like us and advantage us.,last,0.0
control,3,And it also doesn’t lend itself to the expediency that I think we want to — help get a new health care system in place.,mean,0.0
control,3,And it also doesn’t lend itself to the expediency that I think we want to — help get a new health care system in place.,max,0.0
control,3,And it also doesn’t lend itself to the expediency that I think we want to — help get a new health care system in place.,last,0.0
control,4,A U.S. federal proposal that could see B.C.,mean,0.0
control,4,A U.S. federal proposal that could see B.C.,max,0.0
control,4,A U.S. federal proposal that could see B.C.,last,0.0
control,5,"Just as with Amazon's health care plan, these benefits are egalitarian – they are the same for fulfillment center and customer service employees as they are for Amazon's most senior executives.",mean,0.13144062459468842
control,5,"Just as with Amazon's health care plan, these benefits are egalitarian – they are the same for fulfillment center and customer service employees as they are for Amazon's most senior executives.",max,4.863303184509277
control,5,"Just as with Amazon's health care plan, these benefits are egalitarian – they are the same for fulfillment center and customer service employees as they are for Amazon's most senior executives.",last,0.0
control,6,"“Of course we do, Charlie,” Ade assured him.",mean,2.8623247146606445
control,6,"“Of course we do, Charlie,” Ade assured him.",max,25.767839431762695
control,6,"“Of course we do, Charlie,” Ade assured him.",last,25.767839431762695
control,7,We hope you enjoy Fraps 3!,mean,0.0
control,7,We hope you enjoy Fraps 3!,max,0.0
control,7,We hope you enjoy Fraps 3!,last,0.0
control,8,"As in any of the big households of yesteryear (one thinks of Downton Abbey, to take a popular example), what the servants knew about the masters was a great deal more than the masters knew about them.",mean,0.0
control,8,"As in any of the big households of yesteryear (one thinks of Downton Abbey, to take a popular example), what the servants knew about the masters was a great deal more than the masters knew about them.",max,0.0
control,8,"As in any of the big households of yesteryear (one thinks of Downton Abbey, to take a popular example), what the servants knew about the masters was a great deal more than the masters knew about them.",last,0.0
control,9,It was tremendous.,mean,0.0
control,9,It was tremendous.,max,0.0
control,9,It was tremendous.,last,0.0
control,10,"""Battletoads.""",mean,0.0
control,10,"""Battletoads.""",max,0.0
control,10,"""Battletoads.""",last,0.0
control,11,"It's a favorite among growers for its easy cultivation, fast flowering and mood-lifting high.",mean,0.0
control,11,"It's a favorite among growers for its easy cultivation, fast flowering and mood-lifting high.",max,0.0
control,11,"It's a favorite among growers for its easy cultivation, fast flowering and mood-lifting high.",last,0.0
control,12,"While the emotional spectrum remains — indeed, barely any part of Johns' Green Lantern stories were rebooted during the New 52 (which happens where your comics sell well and you're the Chief Creative Officer).",mean,0.0
control,12,"While the emotional spectrum remains — indeed, barely any part of Johns' Green Lantern stories were rebooted during the New 52 (which happens where your comics sell well and you're the Chief Creative Officer).",max,0.0
control,12,"While the emotional spectrum remains — indeed, barely any part of Johns' Green Lantern stories were rebooted during the New 52 (which happens where your comics sell well and you're the Chief Creative Officer).",last,0.0
control,13,"Alongside growing competition or a weak yen, companies now mention the risk of the Trump administration doing what it says it will do.",mean,0.0
control,13,"Alongside growing competition or a weak yen, companies now mention the risk of the Trump administration doing what it says it will do.",max,0.0
control,13,"Alongside growing competition or a weak yen, companies now mention the risk of the Trump administration doing what it says it will do.",last,0.0
control,14,"""Coach Alfie.""",mean,0.0
control,14,"""Coach Alfie.""",max,0.0
control,14,"""Coach Alfie.""",last,0.0
control,15,“They’re not restricted by how they play here.,mean,0.0
control,15,“They’re not restricted by how they play here.,max,0.0
control,15,“They’re not restricted by how they play here.,last,0.0
control,16,"We tend to look at the new things coming, play with them, try to learn them, and evolve with the technology.",mean,0.0
control,16,"We tend to look at the new things coming, play with them, try to learn them, and evolve with the technology.",max,0.0
control,16,"We tend to look at the new things coming, play with them, try to learn them, and evolve with the technology.",last,0.0
control,17,Use this design filled with symbolism as a greeting ecard for your company or to talk about Chinese traditions.,mean,0.0
control,17,Use this design filled with symbolism as a greeting ecard for your company or to talk about Chinese traditions.,max,0.0
control,17,Use this design filled with symbolism as a greeting ecard for your company or to talk about Chinese traditions.,last,0.0
control,18,"""They help us always and give us the courage to fight more.",mean,0.0
control,18,"""They help us always and give us the courage to fight more.",max,0.0
control,18,"""They help us always and give us the courage to fight more.",last,0.0
control,19,Then you draw textures.,mean,0.0
control,19,Then you draw textures.,max,0.0
control,19,Then you draw textures.,last,0.0
control,20,.,mean,0.0
control,20,.,max,0.0
control,20,.,last,0.0
control,21,He completed his bachelor’s degree in electrical engineering from Mangalore University in India.,mean,0.0
control,21,He completed his bachelor’s degree in electrical engineering from Mangalore University in India.,max,0.0
control,21,He completed his bachelor’s degree in electrical engineering from Mangalore University in India.,last,0.0
control,22,But this way of measuring time can be juxtaposed onto Belgarath and his daughter Polgara.,mean,0.2951194643974304
control,22,But this way of measuring time can be juxtaposed onto Belgarath and his daughter Polgara.,max,6.49262809753418
control,22,But this way of measuring time can be juxtaposed onto Belgarath and his daughter Polgara.,last,6.49262809753418
control,23,"This is the little cartoon that could, and is still Must See TV in my household, including reruns.",mean,0.27044540643692017
control,23,"This is the little cartoon that could, and is still Must See TV in my household, including reruns.",max,6.220244407653809
control,23,"This is the little cartoon that could, and is still Must See TV in my household, including reruns.",last,0.0
control,24,"As Flynn has correctly indicated, it is apparent that Obama’s policy in the Middle East has been a disaster.",mean,0.0
control,24,"As Flynn has correctly indicated, it is apparent that Obama’s policy in the Middle East has been a disaster.",max,0.0
control,24,"As Flynn has correctly indicated, it is apparent that Obama’s policy in the Middle East has been a disaster.",last,0.0
control,25,Advertisements,mean,0.0
control,25,Advertisements,max,0.0
control,25,Advertisements,last,0.0
control,26,Ten years is a long time in terms of college.,mean,0.0
control,26,Ten years is a long time in terms of college.,max,0.0
control,26,Ten years is a long time in terms of college.,last,0.0
control,27,"On top of that, it requires more than a cursory glance to really see the benefit of these two very different styles of programming.",mean,0.0
control,27,"On top of that, it requires more than a cursory glance to really see the benefit of these two very different styles of programming.",max,0.0
control,27,"On top of that, it requires more than a cursory glance to really see the benefit of these two very different styles of programming.",last,0.0
control,28,"“I came out of that conversation saying that this was a formidable adversary,” she said.",mean,1.9475198984146118
control,28,"“I came out of that conversation saying that this was a formidable adversary,” she said.",max,22.725902557373047
control,28,"“I came out of that conversation saying that this was a formidable adversary,” she said.",last,22.725902557373047
control,29,Can they drink alcoholic beverages if they bring their own (BYOB) and it is not provided by me?,mean,0.0
control,29,Can they drink alcoholic beverages if they bring their own (BYOB) and it is not provided by me?,max,0.0
control,29,Can they drink alcoholic beverages if they bring their own (BYOB) and it is not provided by me?,last,0.0
control,30,"The principality's capital, Nain, is named after Nain in Galilee.",mean,0.0
control,30,"The principality's capital, Nain, is named after Nain in Galilee.",max,0.0
control,30,"The principality's capital, Nain, is named after Nain in Galilee.",last,0.0
control,31,So how much do you need?,mean,0.0
control,31,So how much do you need?,max,0.0
control,31,So how much do you need?,last,0.0
control,32,"Nevertheless, it is more common these days to be invited to a thought shower, which no doubt sounds like a naked romp among Bergman-loving Scandinavian intellectuals only to those with already irredeemably dirty minds.",mean,0.0
control,32,"Nevertheless, it is more common these days to be invited to a thought shower, which no doubt sounds like a naked romp among Bergman-loving Scandinavian intellectuals only to those with already irredeemably dirty minds.",max,0.0
control,32,"Nevertheless, it is more common these days to be invited to a thought shower, which no doubt sounds like a naked romp among Bergman-loving Scandinavian intellectuals only to those with already irredeemably dirty minds.",last,0.0
control,33,Candida species-level classification of ITS sequences was performed using STIRRUPS (55) with a custom sequence library of 31 nonredundant representative sequences pulled from the trimmed THF database.,mean,0.0
control,33,Candida species-level classification of ITS sequences was performed using STIRRUPS (55) with a custom sequence library of 31 nonredundant representative sequences pulled from the trimmed THF database.,max,0.0
control,33,Candida species-level classification of ITS sequences was performed using STIRRUPS (55) with a custom sequence library of 31 nonredundant representative sequences pulled from the trimmed THF database.,last,0.0
control,34,"If there are certain apps that you frequently use and want quick access, place them in the top pyramid.",mean,0.0
control,34,"If there are certain apps that you frequently use and want quick access, place them in the top pyramid.",max,0.0
control,34,"If there are certain apps that you frequently use and want quick access, place them in the top pyramid.",last,0.0
control,35,Under Rule number 1 it says: 'Don't dry your scrotum or your behind with the communal hairdryer in the swimming pool or the gym.,mean,0.0
control,35,Under Rule number 1 it says: 'Don't dry your scrotum or your behind with the communal hairdryer in the swimming pool or the gym.,max,0.0
control,35,Under Rule number 1 it says: 'Don't dry your scrotum or your behind with the communal hairdryer in the swimming pool or the gym.,last,0.0
control,36,Buob was critically injured in the crash and died a short time later at a local hospital.,mean,2.040318727493286
control,36,Buob was critically injured in the crash and died a short time later at a local hospital.,max,9.387730598449707
control,36,Buob was critically injured in the crash and died a short time later at a local hospital.,last,9.387730598449707
control,37,"Once in space, damaged IV bags and saline cannot be replaced with a simple phone call to a distributor.",mean,0.0
control,37,"Once in space, damaged IV bags and saline cannot be replaced with a simple phone call to a distributor.",max,0.0
control,37,"Once in space, damaged IV bags and saline cannot be replaced with a simple phone call to a distributor.",last,0.0
control,38,"""Brian Cobby, who sadly passed away last year, had the most beautiful, rich, Shakespearian voice.",mean,0.0
control,38,"""Brian Cobby, who sadly passed away last year, had the most beautiful, rich, Shakespearian voice.",max,0.0
control,38,"""Brian Cobby, who sadly passed away last year, had the most beautiful, rich, Shakespearian voice.",last,0.0
control,39,"But Paul started and closed his speech by saying that most Republicans are beginning to see things his way, saying that they are ""starting to use our language.""",mean,0.0
control,39,"But Paul started and closed his speech by saying that most Republicans are beginning to see things his way, saying that they are ""starting to use our language.""",max,0.0
control,39,"But Paul started and closed his speech by saying that most Republicans are beginning to see things his way, saying that they are ""starting to use our language.""",last,0.0
control,40,"It wasn’t long before scientists realized there would be more transits in the future, and there were: in 1761, 1769, 1874, 1882, 2004 and 2012.",mean,0.0
control,40,"It wasn’t long before scientists realized there would be more transits in the future, and there were: in 1761, 1769, 1874, 1882, 2004 and 2012.",max,0.0
control,40,"It wasn’t long before scientists realized there would be more transits in the future, and there were: in 1761, 1769, 1874, 1882, 2004 and 2012.",last,0.0
control,41,"At McNeese State, Viator was 77-33 in 10 seasons with 5 FCS playoff appearances and 3 first-round wins.",mean,1.4275221824645996
control,41,"At McNeese State, Viator was 77-33 in 10 seasons with 5 FCS playoff appearances and 3 first-round wins.",max,12.874068260192871
control,41,"At McNeese State, Viator was 77-33 in 10 seasons with 5 FCS playoff appearances and 3 first-round wins.",last,10.934412956237793
control,42,"After a downturn in violence in the early years after the turn of the century, deaths related to Mexican drug wars totaled 121,669 between 2006 and 2012, according to a recent report from the Justice in Mexico project at the University of California- San Diego's Department of Politic Science and International Relations.",mean,0.0
control,42,"After a downturn in violence in the early years after the turn of the century, deaths related to Mexican drug wars totaled 121,669 between 2006 and 2012, according to a recent report from the Justice in Mexico project at the University of California- San Diego's Department of Politic Science and International Relations.",max,0.0
